Category,Street ID,Street Name,Context,Outcome Category,Outcome Date,Service,Location Subtype,ID,Persistent ID,Epoch,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location
Other theft,960975,On or near Bernard Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75333790,2749cc3524973b7451050a5c80cf50ccabea668e7732314bdb846e4dcd51fc17,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,530243.202,182154.795,-0.124031,51.523301,This is only an approximation of where the crime happened,18/02/2021,"(51.523301, -0.124031)"
Other theft,960739,On or near Tottenham Court Road,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75286520,38950b73f81e7aaff0eaf5d4a0e4a2db881459408665a3f9587bdffad11112e2,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529503.258,181881.733,-0.134791,51.521017,This is only an approximation of where the crime happened,18/02/2021,"(51.521017, -0.134791)"
Other theft,960756,On or near Bayley Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75285096,b5615da25115de88e840c7b86df2f5d933e0e056eb5ac118c1af3a59635e9803,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529702.257,181621.755,-0.13202,51.518635,This is only an approximation of where the crime happened,18/02/2021,"(51.518635, -0.13202)"
Other theft,960762,On or near Shopping Area,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75333041,0077eb25a014b0d5a049b8fae07e0deaacb0fdad8381cd58f5dfbfa88b43921a,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529590.242,181734.733,-0.133592,51.519676,This is only an approximation of where the crime happened,18/02/2021,"(51.519676, -0.133592)"
Other theft,960578,On or near Nightclub,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75333331,98cb5af263706918da8d5191c6d2dcd7c968eabd253efad53b7949a1c1bf92a0,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529375.274,182128.727,-0.136544,51.523266,This is only an approximation of where the crime happened,18/02/2021,"(51.523266, -0.136544)"
Other theft,960594,On or near Further/higher Educational Building,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75333330,bf3e821e296962986d7ecc692f45d406dc90da14eab7b6da4b0d790c44870367,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529736.263,182010.746,-0.131387,51.522123,This is only an approximation of where the crime happened,18/02/2021,"(51.522123, -0.131387)"
Other theft,960513,On or near Parking Area,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75324110,e01a0e410aacae9c7a9770537701e2173b7919df83f2cab74436ac8f16e23d28,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,530069.267,182221.777,-0.126512,51.523943,This is only an approximation of where the crime happened,18/02/2021,"(51.523943, -0.126512)"
Other theft,960907,On or near Parking Area,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75332337,7a80e7751a23c4a982be4d33fa64ec25b0efb852682be818efe381164e19b394,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,530195.247,182159.796,-0.12472,51.523357,This is only an approximation of where the crime happened,18/02/2021,"(51.523357, -0.12472)"
Other theft,956630,On or near Great Russell Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75332989,3d2437d4a536ddf02b733af31df76517389ed087a5a22f2603665fb688b09b1c,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,530085.273,181569.788,-0.126522,51.51808,This is only an approximation of where the crime happened,18/02/2021,"(51.51808, -0.126522)"
Other theft,960544,On or near Howland Mews East,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75332988,f923879a777d3d9dec608a66002815b881d48d6fd4009da6a15672fc69bf453e,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529406.266,181966.723,-0.136157,51.521803,This is only an approximation of where the crime happened,18/02/2021,"(51.521803, -0.136157)"
Other theft,960741,On or near Scala Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75332198,a0df2f61f8a3443eab0bc0752c6fe031b35689cb0752d787d96240c851361c4c,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529448.28,181772.731,-0.135623,51.52005,This is only an approximation of where the crime happened,18/02/2021,"(51.52005, -0.135623)"
Other theft,956643,On or near Further/higher Educational Building,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75332197,dac0d54c01c58b4437b388849eaf7c874e9d8fb97f9fba24ce32ef60283e3253,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529921.237,181517.744,-0.128904,51.51765,This is only an approximation of where the crime happened,18/02/2021,"(51.51765, -0.128904)"
Other theft,956607,On or near Parking Area,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75332058,271e4f330d7acacf4628dce249c3dd9b8be9c7aced79f3b19e4a8c12124d0fda,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529813.236,181489.725,-0.13047,51.517423,This is only an approximation of where the crime happened,18/02/2021,"(51.517423, -0.13047)"
Other theft,956624,On or near New Oxford Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75331700,499b29cecbc6c8dd0b3f37c23f23460433322dced4f32994a5667a12dd6d6442,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529870.22,181389.811,-0.129686,51.516512,This is only an approximation of where the crime happened,18/02/2021,"(51.516512, -0.129686)"
Other theft,960761,On or near Supermarket,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75331327,31603c1d4d8ba21c9a7983ee5ec611f14687623751daa9a2f7ea6d4f3de1a801,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529527.268,181767.733,-0.134487,51.519987,This is only an approximation of where the crime happened,18/02/2021,"(51.519987, -0.134487)"
Other theft,960753,On or near Charlotte Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75350893,a1cfa93afa90dbf1c05f79736b039f662956203cf828debb5cc270756639693f,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529419.259,181734.715,-0.136055,51.519715,This is only an approximation of where the crime happened,18/02/2021,"(51.519715, -0.136055)"
Other theft,960661,On or near Maple Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75335255,dee041159c71547fec68ea409d49d8fbcc852167efdc168be28be035bcd5bd31,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529253.238,182019.799,-0.138342,51.522315,This is only an approximation of where the crime happened,18/02/2021,"(51.522315, -0.138342)"
Other theft,960525,On or near Torrington Place,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75335243,4ea7fbf262a4faabc859309748534caff8446e5305f595b675f5b87cbac35f80,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529590.266,182005.796,-0.133492,51.522112,This is only an approximation of where the crime happened,18/02/2021,"(51.522112, -0.133492)"
Other theft,960747,On or near Gower Mews,,Investigation complete; no suspect identified,04/01/2020 12:00:00 AM,Police Force,,75334943,f4db84bb8cbdb350c680fa2e4cac09b23e3b097d3c24cb4272125fa563b057dc,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529789.265,181756.726,-0.130717,51.519828,This is only an approximation of where the crime happened,18/02/2021,"(51.519828, -0.130717)"
Other theft,960585,On or near Further/higher Educational Building,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75334929,3ec135a60a36312d7155f3f16b0c7e437aa3a2fb5f469e1c4d622790903d271d,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529882.226,182038.732,-0.129274,51.522341,This is only an approximation of where the crime happened,18/02/2021,"(51.522341, -0.129274)"
Other theft,960955,On or near Guilford Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75335281,7845c8457aa5848fe11f59336c88732fa6d8f7362c96791e27c8948a386d7608,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,530290.214,182083.783,-0.12338,51.522652,This is only an approximation of where the crime happened,18/02/2021,"(51.522652, -0.12338)"
Other theft,956625,On or near Morwell Street,,Investigation complete; no suspect identified,05/01/2020 12:00:00 AM,Police Force,,75329442,32baacffffd9b946dbe34821db5cdde4f9eb8ff28a4cdee89f6776ae0982d0f6,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529758.213,181572.777,-0.131232,51.518182,This is only an approximation of where the crime happened,18/02/2021,"(51.518182, -0.131232)"
Other theft,960662,On or near Maple Place,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75329415,8c8a4c31a80844f85f739a91bfd2d9449a0f22a28224709b892b0258bed5f147,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529295.253,182002.731,-0.137743,51.522152,This is only an approximation of where the crime happened,18/02/2021,"(51.522152, -0.137743)"
Other theft,960670,On or near Great Portland Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75320722,60647903b48116c546f50308fd298dce2387b80d8b4b6a5e2fbfe21f20b7698f,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,528920.268,182185.816,-0.143078,51.523883,This is only an approximation of where the crime happened,18/02/2021,"(51.523883, -0.143078)"
Other theft,961011,On or near Montague Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75351979,7fcdfb56fdb5a6be8706ec1bd910cbc681aaddeb57c8e48e173c33ebe6fd3126,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,530159.215,181753.726,-0.125389,51.519716,This is only an approximation of where the crime happened,18/02/2021,"(51.519716, -0.125389)"
Other theft,960592,On or near Further/higher Educational Building,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75319869,3e569ade9ce5aa3d34d73cb7cd20d72638e2f6dbf8195e8991fd89d477c5dfd5,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529653.26,182436.806,-0.132426,51.525971,This is only an approximation of where the crime happened,18/02/2021,"(51.525971, -0.132426)"
Other theft,960907,On or near Parking Area,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75319866,2a2c22bfce3c2e6fa2c82c33abbb083adfc43f8ae978213131571a4c659c71fa,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,530195.247,182159.796,-0.12472,51.523357,This is only an approximation of where the crime happened,18/02/2021,"(51.523357, -0.12472)"
Other theft,960670,On or near Great Portland Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75349996,0d53f51241825fd541b3cd15b7da0a8efee34c2043c5f48d6613fd4c338e11de,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,528920.268,182185.816,-0.143078,51.523883,This is only an approximation of where the crime happened,18/02/2021,"(51.523883, -0.143078)"
Other theft,960907,On or near Parking Area,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75350471,372556b8b4cb260e9ba443d6076bf3fd0912e887ab3a214a3ef18302c706e7c2,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,530195.247,182159.796,-0.12472,51.523357,This is only an approximation of where the crime happened,18/02/2021,"(51.523357, -0.12472)"
Other theft,960645,On or near Whitfield Place,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75284466,975c2204f61a585716670f9abbce4c8a3627ff886d37cedf9923f1d87e4acda1,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529246.229,182169.729,-0.138388,51.523664,This is only an approximation of where the crime happened,18/02/2021,"(51.523664, -0.138388)"
Other theft,960753,On or near Charlotte Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75349973,3475c8ca8a52a8094744c73fde4fabef401e4d1c4c807cabf41dcc928d516a14,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529419.259,181734.715,-0.136055,51.519715,This is only an approximation of where the crime happened,18/02/2021,"(51.519715, -0.136055)"
Other theft,960587,On or near Further/higher Educational Building,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75319442,1a1e2ca08d163f3a9c0e529d92f23febf5e1be7f95ca29d1789f6bb536be5507,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529854.206,182265.792,-0.129594,51.524388,This is only an approximation of where the crime happened,18/02/2021,"(51.524388, -0.129594)"
Other theft,961011,On or near Montague Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75319422,2fa7e90a0e6fd3b877c32edc2f8256f111511bb6003d0cb40b074ceb2c2dacaa,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,530159.215,181753.726,-0.125389,51.519716,This is only an approximation of where the crime happened,18/02/2021,"(51.519716, -0.125389)"
Other theft,960660,On or near Midford Place,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75349967,b4f05911b438d764824c701dcfa4488a09552a3cc639e2177f0d790eb380106f,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529326.253,182123.806,-0.137252,51.523233,This is only an approximation of where the crime happened,18/02/2021,"(51.523233, -0.137252)"
Other theft,960756,On or near Bayley Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75304850,63ec2f4304aa414864a4c12326dae33ed8ce7168c543e7d86bb7fc602c5815d8,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529702.257,181621.755,-0.13202,51.518635,This is only an approximation of where the crime happened,18/02/2021,"(51.518635, -0.13202)"
Other theft,960515,On or near Parking Area,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75318104,284933c53d5068b9d63f3a22bb02f94070287a50cef3ae3caf288fe30a89aa04,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,530098.226,182169.774,-0.126114,51.523469,This is only an approximation of where the crime happened,18/02/2021,"(51.523469, -0.126114)"
Other theft,956624,On or near New Oxford Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75317654,6646903e43cdec6b14ef9aa134528549217e2f6d607e1df258e2a57c82b34134,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529870.22,181389.811,-0.129686,51.516512,This is only an approximation of where the crime happened,18/02/2021,"(51.516512, -0.129686)"
Other theft,960739,On or near Tottenham Court Road,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75283210,03aa18cf9b7fe4d32007f8238bd8d73f1d0c43aac6a54499ef6d6994061267ed,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529503.258,181881.733,-0.134791,51.521017,This is only an approximation of where the crime happened,18/02/2021,"(51.521017, -0.134791)"
Other theft,960761,On or near Supermarket,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75283115,a2e6c1509b0dcd238ac08fa39b8ab2851778af117995bd1d0c0dc7dfb1b0c4ef,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529527.268,181767.733,-0.134487,51.519987,This is only an approximation of where the crime happened,18/02/2021,"(51.519987, -0.134487)"
Other theft,960645,On or near Whitfield Place,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75317023,8fa95b7e01a806894cb3736b7a1d657c7aaf04e2287e06fa35352f7933f84997,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529246.229,182169.729,-0.138388,51.523664,This is only an approximation of where the crime happened,18/02/2021,"(51.523664, -0.138388)"
Other theft,956613,On or near Stephen Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75317190,2013fc441beaa8c88506ba817a3ddcb2b01e251c07546c716d5321115c32743e,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529652.245,181516.772,-0.132779,51.517703,This is only an approximation of where the crime happened,18/02/2021,"(51.517703, -0.132779)"
Other theft,960689,On or near Carburton Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75316909,f9210fca800bc6573325b67d61b948d638325d52360742df40242fd1632f9c86,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529062.278,182038.758,-0.141086,51.522529,This is only an approximation of where the crime happened,18/02/2021,"(51.522529, -0.141086)"
Other theft,960558,On or near Endsleigh Gardens,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75316882,aeef64f3dd71f134538cdd04933a2986a74e46dc31a209a2a9e6eb9e5cd1421f,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529695.26,182482.722,-0.131804,51.526374,This is only an approximation of where the crime happened,18/02/2021,"(51.526374, -0.131804)"
Other theft,960513,On or near Parking Area,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75315984,66da2816fefbe714dc2efa492501f2ee8e888f8455ddd8abd5600e8ff854452e,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,530069.267,182221.777,-0.126512,51.523943,This is only an approximation of where the crime happened,18/02/2021,"(51.523943, -0.126512)"
Other theft,960513,On or near Parking Area,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75314915,64665cca32f00b7f38b063432ec19d32bdf4e680b6f91f2ff25cd7c8d46a36f9,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,530069.267,182221.777,-0.126512,51.523943,This is only an approximation of where the crime happened,18/02/2021,"(51.523943, -0.126512)"
Other theft,960763,On or near Further/higher Educational Building,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75347733,91e5a291f977dea9db0a9d7abcd7dd97edc1fe69766a7e46148fe08239b7894e,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529912.218,181704.787,-0.128965,51.519333,This is only an approximation of where the crime happened,18/02/2021,"(51.519333, -0.128965)"
Other theft,960635,On or near Pedestrian Subway,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75282772,47e6205d632bce875c93a89e378e7b93e746a09c7e78a9372780c3862f7426cc,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529275.257,182283.743,-0.137928,51.524682,This is only an approximation of where the crime happened,18/02/2021,"(51.524682, -0.137928)"
Other theft,960907,On or near Parking Area,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75311864,aa8d7495c9794d5f7d548a99ba6f35f5bb37a18cf7dcd3e0af7742b20d3d224c,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,530195.247,182159.796,-0.12472,51.523357,This is only an approximation of where the crime happened,18/02/2021,"(51.523357, -0.12472)"
Other theft,960536,On or near Mortimer Market,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75282762,4c0ee529c6a27f2f63f43481d299769e642e402c709b28de47d0c3fbe0497f20,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529431.243,182070.732,-0.135759,51.522732,This is only an approximation of where the crime happened,18/02/2021,"(51.522732, -0.135759)"
Other theft,956624,On or near New Oxford Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75282758,a81245e54f31bc580cb8bd474a3416553efa224b46949a6dfcd7bf5aa86ed761,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529870.22,181389.811,-0.129686,51.516512,This is only an approximation of where the crime happened,18/02/2021,"(51.516512, -0.129686)"
Other theft,960755,On or near Bedford Square,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75281621,d4661e6a2023a5a30fe2677876c6970ba401851ff20ea5173ae6f56f0cfc8844,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529797.261,181693.727,-0.130625,51.51926,This is only an approximation of where the crime happened,18/02/2021,"(51.51926, -0.130625)"
Other theft,956630,On or near Great Russell Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75311096,018270dca71b180e82e709f75dcd4ecfed64d5fc503b8f0400cb42f2a05fd767,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,530085.273,181569.788,-0.126522,51.51808,This is only an approximation of where the crime happened,18/02/2021,"(51.51808, -0.126522)"
Other theft,960511,On or near Parking Area,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75311081,19f939379288540a8d2a561dcc8d837c4c39e70eb5d4185fb043256e99dd7abb,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,530061.209,182186.742,-0.126641,51.52363,This is only an approximation of where the crime happened,18/02/2021,"(51.52363, -0.126641)"
Other theft,960909,On or near Shopping Area,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75311080,55f1230a660f16c67c8e947c816f08dd00ed62d88d8ae54a6b56b4b648613973,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,530245.203,182325.762,-0.123939,51.524837,This is only an approximation of where the crime happened,18/02/2021,"(51.524837, -0.123939)"
Other theft,960761,On or near Supermarket,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75310104,61ee712480c2a30ecbe60ccee69d0fb2be08470dc50f040e1855c918b9ff0935,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529527.268,181767.733,-0.134487,51.519987,This is only an approximation of where the crime happened,18/02/2021,"(51.519987, -0.134487)"
Other theft,960645,On or near Whitfield Place,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75281513,78b1af8a1cffabcdc3e9b6c5572c297237b1761843190cee17181a8a5d17422f,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529246.229,182169.729,-0.138388,51.523664,This is only an approximation of where the crime happened,18/02/2021,"(51.523664, -0.138388)"
Other theft,961001,On or near Southampton Row,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75347731,c3620114f1094cbeaaf778d649ccb3f45f78662f8befe2f96c9a1175bd6be826,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,530310.24,181868.759,-0.123171,51.520715,This is only an approximation of where the crime happened,18/02/2021,"(51.520715, -0.123171)"
Other theft,960592,On or near Further/higher Educational Building,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75281507,8b1e8af47d2a3f72a72530ec835d03d8ae20d0d79f17dbdadb78f76a727d8ec5,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529653.26,182436.806,-0.132426,51.525971,This is only an approximation of where the crime happened,18/02/2021,"(51.525971, -0.132426)"
Other theft,960525,On or near Torrington Place,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75306849,b8f58efbe3cbead2019304f72cba45e99f1d24a6cd2e232790982eeebb3f48c0,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529590.266,182005.796,-0.133492,51.522112,This is only an approximation of where the crime happened,18/02/2021,"(51.522112, -0.133492)"
Other theft,956630,On or near Great Russell Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75306807,61ba62640882077b8be5b87451aa5c57f6505164ffc772caadaa9ac7aa9f72c2,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,530085.273,181569.788,-0.126522,51.51808,This is only an approximation of where the crime happened,18/02/2021,"(51.51808, -0.126522)"
Other theft,956641,On or near Theatre/concert Hall,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75306726,53749b01aa2ed6d413523aba8109a0971e64ea1c185d46d8fa22320972650370,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529869.246,181438.746,-0.129682,51.516952,This is only an approximation of where the crime happened,18/02/2021,"(51.516952, -0.129682)"
Other theft,956630,On or near Great Russell Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75306725,de47d5dc6be8c25fcedbcc9f02e4d33341a87212fe83bb5b889a3a33414e9856,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,530085.273,181569.788,-0.126522,51.51808,This is only an approximation of where the crime happened,18/02/2021,"(51.51808, -0.126522)"
Other theft,956641,On or near Theatre/concert Hall,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75306152,faf8dbc0f89b054354c176bbef9eb941e4d99014ea6f1bc8f92f550dda0a32d0,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529869.246,181438.746,-0.129682,51.516952,This is only an approximation of where the crime happened,18/02/2021,"(51.516952, -0.129682)"
Other theft,956607,On or near Parking Area,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75305815,0b5fd1e072fa5803872f80ddd4c97ba8b7ca98c4176c0f56683d40e055923d7f,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529813.236,181489.725,-0.13047,51.517423,This is only an approximation of where the crime happened,18/02/2021,"(51.517423, -0.13047)"
Other theft,956642,On or near Supermarket,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75306083,c7ec4847c8fe84c195c72f025d1565395602e41709c79eec751a359278e1db48,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529743.218,181466.795,-0.131487,51.517233,This is only an approximation of where the crime happened,18/02/2021,"(51.517233, -0.131487)"
Other theft,960544,On or near Howland Mews East,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75306081,b07bbb8477ebed40750c737f41c43921d19e96eede4dbf707a528aed6ee87d58,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529406.266,181966.723,-0.136157,51.521803,This is only an approximation of where the crime happened,18/02/2021,"(51.521803, -0.136157)"
Other theft,960590,On or near Further/higher Educational Building,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75305207,c80caeae5099ea64ddabab19eb32eaed9cb7b3ba01534c7db2401b1e5eddcaa3,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529587.227,182301.706,-0.133427,51.524772,This is only an approximation of where the crime happened,18/02/2021,"(51.524772, -0.133427)"
Other theft,960902,On or near Parking Area,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75305634,0df069c94af852d3caa5b6ddf02fe2865fcafc7e4f11fa7399a68649859505b4,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,530298.248,182338.805,-0.12317,51.524942,This is only an approximation of where the crime happened,18/02/2021,"(51.524942, -0.12317)"
Other theft,960660,On or near Midford Place,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75304954,a18f0080ce56b68044877cfcab4fa8299e92190d87ad3ee3aab2ea627eaa1856,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529326.253,182123.806,-0.137252,51.523233,This is only an approximation of where the crime happened,18/02/2021,"(51.523233, -0.137252)"
Other theft,956641,On or near Theatre/concert Hall,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75304847,e33caa1c22191f410e002f9c302df446a58dc3010916e319049ba927b68aa1fa,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529869.246,181438.746,-0.129682,51.516952,This is only an approximation of where the crime happened,18/02/2021,"(51.516952, -0.129682)"
Other theft,960645,On or near Whitfield Place,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75324109,5908d489aeb17b972eea24b58ef29d6763059b1fafac0beb125d8667936b01b0,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529246.229,182169.729,-0.138388,51.523664,This is only an approximation of where the crime happened,18/02/2021,"(51.523664, -0.138388)"
Other theft,960589,On or near Further/higher Educational Building,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75302518,8f34068ca84af58acd50a428484ee49c56ac38f3efa3b624509c15aaa55d3a4e,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529881.245,181946.795,-0.129322,51.521515,This is only an approximation of where the crime happened,18/02/2021,"(51.521515, -0.129322)"
Other theft,960938,On or near Marchmont Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75303588,6c78647cdfaaa230e9315e3021027b8b1daea6a4529c0d3886b6e51fc9734c9f,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,530180.226,182282.704,-0.124891,51.524465,This is only an approximation of where the crime happened,18/02/2021,"(51.524465, -0.124891)"
Other theft,961011,On or near Montague Street,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75303578,0bd804b32fa1dc9bbe1194dfc21533a64c8b3f79fbad2b859071d3bbe5b5bd67,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,530159.215,181753.726,-0.125389,51.519716,This is only an approximation of where the crime happened,18/02/2021,"(51.519716, -0.125389)"
Other theft,960558,On or near Endsleigh Gardens,,Status update unavailable,09/01/2019 12:00:00 AM,Police Force,,75303576,52a30884b4f0955d8d2b2b41eb19eb9b195cb96dd0972df06258a44adff0ff8d,06/01/2019 12:00:00 AM,E05000129,Bloomsbury,529695.26,182482.722,-0.131804,51.526374,This is only an approximation of where the crime happened,18/02/2021,"(51.526374, -0.131804)"
